剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Functional Area	海滨遗迹						Seaside Ruins		Approved	浜辺の遺跡			Ruinas Costeras		New	Ruinen am Meer		New	Ruines de bord de mer		New	Ruínas à Beira-mar		New	Прибрежные руины		New	Reruntuhan Pantai		New	해변의 유적	建议省去의,修改为해변 유적。觉得해안 유적也挺好的	Denied	ซากโบราณริมทะเล		New	海濱遺跡	
A1	Administrative Region	洛克王国		Roco Kingdom is a powerful realm located on the land of Caeroxia. Its territories encompass the majority of the continent. The capital city, the Citadel, is situated in the province of Rocarian.Roco Kingdom was founded 200 years ago by King Arthiel and his Knights of the Circle, following a long war between their Rebel Army and their enemy, the Violaethrian Dynasty.Roco Kingdom is a feudal society made up of various houses, some of which were established by members of the Knights of the Circle. Its current ruler, Holy King Aindreas, is the son of King Arthiel.The Kingdom’s rule is generally benevolent toward both civilian Rocos and Jinis, in contrast with its predecessor, the Violaethrian Dynasty, which enforced malicious policies and employed Dark Magic against Rocos and Jinis alike.			A1	Roco Kingdom		Approved	ロコ王国	需要与游戏名字区分开	Approved	Reino Roco		New	Roco-Königreich		New	Royaume de Roco		New	Reino de Roco		New	Королевство Роко		New	Kerajaan Roco		New	로코 왕국		Approved	อาณาจักรโรโค		New	洛克王國	
A1	Administrative Region	风眠省					A1	Windrest Province		Approved	風眠領		Approved	Provincia Reposaviento		New	Windruh-Provinz		New	Province de Calmevent		New	Província Ventomanso		New	Провинция Тихого Ветра		New	Provinsi Semilir		New	윈드레스트 주	~주形式不是韩国的地区表达形式，而是美国的。请不要注意不要把英文直接翻译进去。	Denied	แคว้นวินด์เรสท์		New	風眠省	
	Administrative Region	采邑地						The Fief		Approved	エステート	元の意味は、王から与えられた知行地、封土ですが、知行地とすると和風になるので、土地財産を意味するエステートを使用。	New	El Feudo		New	Lehensland		New	Le fief		New	O Feudo		New	Феод		New	Tanah Feodal		New	영지	以韩文看了，直接把地区名写为'영지'的话，非常不自然。	Denied	แดนศักดินา		New	采邑地	
	Macro Region	洛克里安					任务导出对话(本地化专用)-batch20260421_B1	Rocaria	以前译作Rocarian	Updated	ロコリアン		Approved																			로카리안		Approved	โรโคเรียน		New	洛克里安	
	Macro Region	玄玉						Xuanyu	注意：中国的东西一定不能变	Approved	玄玉		New	Xuanyu		New	Xuanyu		New	Xuanyu		New	Xuanyu		New	Сюаньюй		New	Xuanyu		New	현옥		Approved	หยกทมิฬ		New	玄玉	
	Macro Region	第五象限						Pentarch	有待检查有没有对应术语	Approved				PENTARCH		New	PENTARCH		New	PENTARQUIE		New	PENTARCO		New	ПЕНТАРХ		New	PENTARCH		New	펜타크		Approved	จตุภาคที่ 5		New	第五象限	
	Macro Region	独角兽领地						Unicorn Sanctuary	或许可以是Irikeras Sanctuary。小独角兽（精灵）暂时翻译成irikeras，进化变形也都是带有“独角兽”的。建议参考整个小独角兽进化链。没必要直译，就是个地名。希望更有包装感觉	New	ユニコーンの聖地		New																									獨角獸領地	
	Macro Region	王国海岸南部						South Kingdom Coast	South Kingdom Coast是实际地名，类似于黄陂南路	Approved				Costa del Reino del Sur		New	Südreich-Küste		New	Côte sud du royaume		New	Costa Sul do Reino		New	Южный берег королевства		New	Pesisir Kerajaan Selatan		New	왕국 남부 해안		Approved	ชายฝั่งอาณาจักรตอนใต้		New	王國海岸南部	
	Macro Region	王国海岸北部						North Kingdom Coast		Approved				Costa del Reino del Norte		New	Nordreich-Küste		New	Côte nord du royaume		New	Costa Norte do Reino		New	Северный берег королевства		New	Pesisir Kerajaan Utara		New	왕국 북부 해안		Approved	ชายฝั่งอาณาจักรตอนเหนือ		New	王國海岸北部	
	Macro Region	王国道路						Kingdom Highroad		Approved				Camino del Reino		New	Königsstraße		New	Haute route du royaume		New	Estrada Principal do Reino		New	Королевский тракт		New	Jalan Kerajaan		New	왕국 가도		Approved	ถนนหลักอาณาจักร		New	王國道路	
	Urban Area	彼得大道		Founded by High Engineer Petar, Paetia is a highly developed industrial metropolis. Equipped with state-of-the-art technologies, towering skyscrapers, and modern transportation systems, the city has grown into the Kingdom’s central hub of commerce and industry.				Petiapolis	Petiapolis吧⏎这个地名和彼得有关。希望彼得的英文名字不要过于平庸。	Approved	ビット通り		New	Petiápolis		New	Petiapolis		New	Pétipole		New	Petiápolis		New	Питиаполис		New	Petiapolis		New	페티아폴리스			เพเทียโพลิส		New	彼得大道	
A1	Urban Area	王国城堡					A1	The Citadel		Approved	王城		Approved	La Ciudadela		New	Zitadelle		New	La Citadelle		New	A Cidadela		New	Цитадель		New	Benteng Kerajaan		New	왕국 대성채	在韩语，一般不会特意加‘大’。建议왕국 성채	Denied	ปราสาทหลวง		New	王國城堡	
A1	Urban Area	商店街					A1	Merchant Town	（中文名沿用页游。实际是town）	Approved	商店街		Approved	Ciudad Mercantil		New	Kaufmannsort		New	Villemarchande		New	Cidade Mercantil		New	Город купцов		New	Kota Pedagang		New	상인 마을		Approved	ย่านร้านค้า		New	商店街	
	Urban Area	商店街周边						Merchant Town Outskirts		Approved				Afueras de la Ciudad Mercantil		New	Kaufmannsort Randbezirke		New	Banlieue de Villemarchande		New	Arredores da Cidade Mercantil		New	Окраины Города купцов		New	Pinggiran Kota Pedagang		New	상인 마을 외곽		Approved	ละแวกย่านร้านค้า		New	商店街周邊	
A1	Urban Area	皇家办事处					A1	Royal Office		Approved	王室事務局		Approved	Oficina Real		New	Königliches Amt		New	Office royal		New	Gabinete Real		New	Королевская канцелярия		New	Kantor Kerajaan		New	왕립 사무소		Approved	สำนักพระราชวัง		New	皇家辦事處	
A1	Urban Area	乌黑巷					A1	The Back Alley		Approved	闇路地	Z：游戏里乌黑巷其实是紧邻着商店街的一个巷子，并没有很暗，也没有很危险的感觉，感觉叫做“闇”会显得太黑暗、有地下产业的感觉。认为可以适当保留原文想要表达“乌黑”的感觉，改为“暗路地”。	New	El Callejón Trasero		New	Hintergasse		New	La ruelle		New	O Beco		New	Задворки		New	Gang Belakang		New	뒷골목		Approved	ตรอกทมิฬ		New	烏黑巷	
A1	Urban Area	魔法师之家					A1	The Magehaven		Approved	魔法使いの家		Approved	El Cielomágico		New	Magierzuflucht		New	Havre-aux-mages		New	O Magiabrigo		New	Чародол		New	Suaka Mage		New	마법사의 안식처		Approved	บ้านนักเวท		New	魔法師之家	
	Urban Area	商店街东						Merchant Town East		Approved				Ciudad Mercantil del Este		New	Kaufmannsort Ost		New	Est de Villemarchande		New	Leste da Cidade Mercantil		New	Восточная часть Города купцов		New	Timur Kota Pedagang		New	상인 마을 동부		Approved	ย่านร้านค้าตะวันออก		New	商店街東	
	Urban Area	商店街西						Merchant Town West		Approved				Ciudad Mercantil del Oeste		New	Kaufmannsort West		New	Ouest de Villemarchande		New	Oeste da Cidade Mercantil		New	Западная часть Города купцов		New	Barat Kota Pedagang		New	상인 마을 서부		Approved	ย่านร้านค้าตะวันตก		New	商店街西	
A1	Urban Area	可可果广场					A1	Tartpeach Plaza		Approved	ココピー広場		Approved	Plaza Tartadurazno		New	Sauerpfirsichplatz		New	Place de Tartepêche		New	Praça Pessegazedo		New	Площадь Персикового Пирога		New	Plaza Tarpersik		New	새콤복숭아 광장		Approved	ลานทาร์ตพีช		New	可可果廣場	
	Urban Area	东区工厂						East District Factory		Approved	東エリア工場		New	Fábrica del Distrito Este		New	Fabrikgebiet Ost		New	Usine du quartier est		New	Fábrica do Distrito Leste		New	Завод в восточном районе		New	Pabrik Distrik Timur		New	동부 구역 공장	建议改为동부 공장。구역不必要	Denied	โรงงานเขตตะวันออก		New	東區工廠	
	Urban Area	西区工厂						West District Factory		Approved	西エリア工場		New	Fábrica del Distrito Oeste		New	Fabrikgebiet West		New	Usine du quartier ouest		New	Fábrica do Distrito Oeste		New	Завод в западном районе		New	Pabrik Distrik Barat		New	서부 구역 공장	建议改为서부 공장	Denied	โรงงานเขตตะวันตก		New	西區工廠	
	Urban Area	月光酒馆						Moonlight Tavern		Approved	月光酒場		New	Taberna Luz de la Luna		New	Mondlicht-Taverne		New	Taverne de Clair-de-Lune		New	Taverna Luz do Luar		New	Таверна «Лунный свет»		New	Kedai Sinar Bulan		New	달빛 주점		Approved	โรงเตี๊ยมมูนไลท์		New	月光酒館	
	Urban Area	月牙桥						Mooncrest Bridge		New	三日月橋		New	Puente de la Cresta Lunar		New	Mondkammbrücke		New	Pont de Créssinlune		New	Ponte da Crista Lunar		New	Мост Луносерп		New	Jembatan Hilal		New	초승달 다리		Approved	สะพานมูนเครสท์		New	月牙橋	
	Settlement	信仰者村落						Mountainfolks Village		Approved	信者の村		Approved	Pueblo de los Montañeses		New	Bergvolkhausen		New	Village des Alpins		New	Vilarejo dos Montanheses		New	Деревня горцев		New	Desa Gunung		New	산지민 마을		Approved	หมู่บ้านชาวเขา		New	信仰者村落	
	Settlement	拾荒港口						Scavenger's Port		Approved	ばたや港		New	Puerto de los Carroñeros		New	Plünderhaven		New	Port-du-pillard		New	Porto do Vasculhador		New	Порт Старьевщиков		New	Pelabuhan Pemulung		New	수집가의 항구		Approved	ท่าเรือซากของเก่า		New	拾荒港口	
	Settlement	甜水农庄						Sweetwater Farm		Approved	あまみず農場		New	Granja Aguas Dulces		New	Süßwasserhof		New	Ferme d'Eaudouce		New	Fazenda Açucarágua		New	Пресноводная ферма		New	Ladang Airmanis		New	단물 농장		Approved	ฟาร์มน้ำหวาน		New	甜水農莊	
	Settlement	银蛇港口						Silverserpent Harbor		Approved				Puerto de la Serpiente Plateada		New	Silberschlangen-Hafen		New	Port de Givrargent		New	Porto Cinzerpente		New	Гавань Серебряной Змеи		New	Pelabuhan Ularperak		New	은빛 뱀 항구		Approved	ท่าเรือซิลเวอร์สเนค		New	銀蛇港口	
	Settlement	月兔暗港						Moonhare's Harbor		Approved	ムーンラビット港		New	Puerto de la Liebre Lunar		New	Mondhasen-Hafen		New	Port de Lièvrelune		New	Porto Lunalebre		New	Гавань Лунного Зайца		New	Pelabuhan Kelincibulan		New	달토끼 항구		Approved	ท่าเรือกระต่ายจันทรา		New	月兔暗港	
A1	Settlement	聆风镇					A1	Windrun		Approved	風鳴町		Approved	Vientocarrera		New	Windhausen		New	Ventcouloir		New	Correvento		New	Ветровал		New	Windrun		New	바람결 마을		Approved	วินด์รัน		New	聆風鎮	
A1	Settlement	月牙镇					A1	Monatun		New	三日月町		New	Lunacreciente		New	Monatun		New	Monabourg		New	Monatun		New	Монатун		New	Monatun		New	초승달 마을		Approved	โมนาทัน		New	月牙鎮	
	Settlement	聆风农庄						Windrun Farms		Approved	風鳴農場		New	Granjas de Vientocarrera		New	Windhausener Höfe		New	Fermes de Ventcouloir		New	Fazendas Correvento		New	Фермы Ветровала		New	Ladang Windrun		New	바람결 농장		Approved	ฟาร์มวินด์รัน		New	聆風農莊	
	BRAND	原野空径		是一个服装品牌⏎A clothing brand				Wildway		Approved				Senda Salvaje		New	Wildway		New	Wildway		New	Selvaviva		New	«Путь диких»		New	Wildway		New	와일드웨이		Approved	ไวล์ดเวย์		New	原野空徑	
	Wilderness	沉船漩涡						The Sunken Vortex		Approved	沈没船の渦潮		New	El Vórtice Hundido		New	Versunkener Strudel		New	Le tourbillon englouti		New	O Vórtice Submerso		New	Затонувший Вихрь		New	Vorteks Tenggelam		New	침몰선 소용돌이			วังวนเรืออับปาง		New	沉船漩渦	
	Wilderness	咸水湾						Saltwater Bay		Approved	ブライン湾	塩辛いという英語Brineを使用	New	Bahía de las Aguas Saladas		New	Salzwasserbucht		New	Baie d'Eausalée		New	Baía Salina		New	Залив Соленой Воды		New	Teluk Airasin		New	짠물 만			อ่าวน้ำเค็ม		New	鹹水灣	
	Wilderness	回填山涧						Backfill Streams		Approved	埋もれた渓谷	Wilderness		Corrientes de Retorno		New	Rückflussströme		New	Ruisseaux de Paumeréserve		New	Riachos Terrosos		New	Засыпные ручьи		New	Sungai Backfill		New	메운 골짜기			ลำธารดินถม		New	覆土山澗	
	Wilderness	恶水沼泽						Badwater Swamps	是物理距离很近的两个地方，名字稍作区分。	Approved	腐水の沼地	水が汚染され、生物を腐らせる禍々しいイメージから命名。	New	Pantanos de Aguas Turbias		New	Brackwassersumpfgebiet		New	Marécages de Malaigue		New	Pântanos Podrágua		New	Болота Гнилой Воды		New	Rawa Airkeruh		New	검은물 늪지		Approved	บึงแบดวอเตอร์		New	惡水沼澤	
	Wilderness	黑水峡						Murkwater Gorge	是物理距离很近的两个地方，名字稍作区分。	Approved	黒水峡		New	Desfiladero de Aguas Turbias		New	Brackwasserschlucht		New	Gorge de Malaigue		New	Desfiladeiro Podrágua		New	Ущелье Гнилой Воды		New	Ngarai Airkeruh		New	검은물 협곡		Approved	ช่องเขาแบล็ควอเตอร์		New	黑水峽	
	Wilderness	晨曦山						Mount Dawncrest		Approved	暁山	SEN：⏎读音：あかつきやま⏎比较顺畅简单	New	Monte Cresta del Alba		New	Sonnenaufgangsgipfel		New	Mont Point-du-jour		New	Monte Cristaurora		New	Гора Рассветного Полумесяца		New	Gunung Fajar		New	새벽빛 산		Approved	เขารุ่งอรุณ		New	晨曦山	
	Wilderness	咕嘟咕嘟浅滩						The Bubbling Shoal		Approved	ぷくぷく浅瀬		New	El Banco Burbujeante		New	Sprudelnde Sandbank		New	Récif bouillonnant		New	Raso Borbulhante		New	Бурлящая отмель		New	Beting Gelembung		New	물거품 여울		Approved	หาดตื้นฟองผุด		New	咕嘟咕嘟淺灘	
	Wilderness	二叠山丘						The Junction Hills		Approved	ふたかさ丘		New	Las Colinas de la Encrucijada		New	Kreuzungshügel		New	Les collines de la Croisée		New	As Colinas da Junção		New	Холмы Соединения		New	Bukit Simpang		New	갈림길 언덕		Approved	เนินเขาชุมทาง		New	二疊山丘	
110	Wilderness	金水河谷	金叶原（0603原文变更）	调整调性；符合当前场景地貌；衔接淘晶镇的淘字；呼应下游的银蛇河口				Goldenvale	英语维持原“金叶原”翻译，不需要修改，研发指定⏎⏎和原文地形有区别，建议follow原文⏎⏎同意。改成Gilded Vale?⏎Aure是拉丁文的黄金，这两个我都认为不错⏎儿童向嘛，也不是精灵名，可以稍微大白话一点	New	金葉ヶ原		New	Llanuras Hoja Dorada		New	Goldblattebenen		New	Plaines de Feuilledor		New	Planícies Folháurea		New	Златолиственные равнины		New	Dataran Daunemas		New	황금 물길 계곡		Updated	หุบเขาแม่น้ำโกลด์วอเทอร์		New	流金河谷	
	Wilderness	迷雾之森		页游同名				Misty Forest		Approved																													
	Wilderness	仪式镇						Lightsheir	所有镇名统一是1个单词，另外lightsheir和原文无甚关联，需要确认下意图，如果设计如此，建议只保留lightsheir⏎⏎ok.是光系部族举行仪式的地方	New	儀式町		New																										
	Wilderness	结晶森林						Crystallized Forest	修正typo	Approved	クリスタルの森		New																										
	Wilderness	巨人裂谷北						Giant's Canyon North		Approved																													
	Wilderness	巨人裂谷南						Giant's Canyon South		Approved																													
	Wilderness	淘晶镇		淘的是“愿骸”，但不会直白说出是愿骸。如果Crystal Rush的话会和Wishing Crystal混淆，而愿骸和愿晶是相对的。				Goldrush Town		Approved																													
	Wilderness	淘晶镇中心						Goldrush Town Center		Approved																													
	Wilderness	望风半岛						Windseer Peninsula		Approved	風望半島		New	Península Vigía del Viento		New	Windwächter-Halbinsel		New	Péninsule de Ventdevin		New	Península Videvento		New	Полуостров Провидца Ветра		New	Peninsula Angin		New	바람맞이 반도		Approved	แหลมวินด์เชียร์		New	望風半島	
	Wilderness	向日葵海岸						Sunflower Shores		Approved	ヒマワリ海岸		Approved	Costas de los Girasoles		New	Sonnenblumenküste		New	Plage de Tournesol		New	Litoral dos Girassóis		New	Берег Подсолнухов		New	Pantai Bunga Matahari		New	해바라기 해안		Approved	หาดทานตะวัน		New	向日葵海岸	
A1	Wilderness	轻风山					A1	Breeze Valley	研发指定术语	Updated	軽風山		Approved																									輕風山	
A1	Wilderness	月牙湖岸					A1	Moonvale Shores	研发指定术语	New	三日月湖のほとり		New	Costas del Valle Lunar		New	Mondtalküste		New	Plages de Val-de-Lune		New	Litoral do Vale Lunar		New	Берег Лунной долины		New	Pantai Rembulan		New	초승달 호숫가		Approved	ฝั่งทะเลสาบมูนเครสท์		New	月牙湖岸	
	Wilderness	聆风塔地						Windrun Mesa		Approved	風鳴り丘	風を聞く高い土地という意味を日本語的になじむように言い換え	New	Altiplano de Vientocarrera		New	Windhausener Hochebene		New	Mesa de Ventcouloir		New	Chapada Correvento		New	Плоскогорье Ветровала		New	Mesa Windrun		New	바람결 대지		Approved	เนินหอวินด์รัน		New	聆風塔地	
	Wilderness	奥贝斯坦湖						Auberston Lake		Approved	オーベスタン湖		New	Lago Auberston		New	Auberston-See		New	Lake d'Auberville		New	Lago Auberston		New	Озеро Оберстон		New	Danau Auberston		New	오버스턴 호수		Approved	ทะเลสาบโอเบสตัน		New	奧貝斯坦湖	
	Wilderness	风息山口		任务对话里面会出现一次“风息山口”，正确其实是“风眠山内”				模糊处理为mountain	Sounds like two locations.	Approved	風息山麓⏎風息峠	この地域の名称である「風眠郷」に合わせるとすると漢字表記が良いと思いますが、第二候補としてカタカナ表記を追加。	New	Piedemonte de Reposaviento		New	Windruh-Ausläufer		New	Val de Calmevent		New	Sopé Ventomanso		New	Предгорье Тихого Ветра		New	Dataran Semilir		New	바람쉼터 산기슭		Approved	ช่องเขาวินด์เรส		New	風息山口	
	Wilderness	星霜崖地						Starfrost Cliffs		Approved	星霜の断崖⏎星霜崖		New	Acantilados Estelescarcha		New	Sternenfrostklippen		New	Falaises de Gelétoile		New	Penhascos Estregélidos		New	Утесы Звездного Холода		New	Tebing Kejora		New	별서리 절벽		Approved	หน้าผาสตาร์ฟรอส		New	星霜崖地	
	Wilderness	岚语峰西侧		雪山山顶⏎The summit of Snowpeak				West Mistwhisper		Approved				Cresta de la Tormenta del Oeste		New	Westliche Sturmspitze		New	Ouest de Crêtetempête		New	Oeste de Tempestopo		New	Западная часть Буремесяца		New	Barat Prahara		New	서쪽 폭풍마루	觉得换一下循序更好。 建议改为폭풍마루 서쪽	Denied	เวสต์สตรอมเครส		New	嵐語峰西側	
	Wilderness	叽叽喳喳台地						Chittering Mesa		Approved	さえずり丘	鳥の鳴き声である叽叽喳喳（チッチ、ピーチくパーチク）は分かりづらいので「さえずり」を使用	New	Altiplano Chirriante		New	Tafelberg		New	Mesa murmurante		New	Chapada dos Chiados		New	Чирикающее плоскогорье		New	Mesa Celoteh		New	재잘재잘 대지		Approved	ที่ราบสูงจอแจ		New	嘰嘰喳喳台地	
A1	Wilderness	岚语峰		雪山山顶⏎The summit of Snowpeak		 	A1	Mount Mistwhisper	研发指定术语	Updated	嵐語峰	中国語の岚は霧、かすみの意味であることから、霧がかかる雪の峰をイメージし命名	New																									嵐語峰	
	Wilderness	背风谷						Shieldwind Valley		Approved				Valle del Viento Protector		New	Windschutztal		New	Vallée de Barrevent		New	Vale Guardavento		New	Долина Ветряного Щита		New	Lembah Bayu		New	바람막이 계곡	已经有挽风屏障为바람막이 절벽.在这里也使用바람막이的话，有些重复。建议修改为바람그늘 계곡	Denied	หุบเขาอับลม		New	背風谷	
	Wilderness	恶水林地						Badwater Swamp		Approved	悪水の林地			Pantano de Aguas Turbias		New	Brackwassersumpf		New	Marais de Malaigue		New	Pântano Podrágua		New	Болото Гнилой Воды		New	Rawa Airkeruh		New	검은물 늪	上面已有검은물 늪지. 并且这里是‘林地’	Denied	ผืนป่าแบดวอเตอร์		New	惡水林地	
	Wilderness	乱骨滩涂						Scatterbone Flats		Approved				Planicies de los Huesos Dispersos		New	Streugerippe-Ebenen		New	Plaines d'Ossépars		New	Planícies Espalhossos		New	Низина Рассеянных Костей		New	Dataran Tulang		New	뼈무덤 갯벌		Approved	หาดสแกตเตอร์โบน		New	亂骨濕地	
	Wilderness	风间狭地						Windthread Valley		Approved				Valle del Viento Hilado		New	Windgebeuteltes Tal		New	Vallée de Filevent		New	Vale Ventrama		New	Долина Ветряной Нити		New	Lembah Angin		New	바람길 협곡		Approved	ช่องแคบวินด์เทรธ		New	風間狹地	
	Wilderness	静默高台						The Silent Rise		Approved				El Ascenso Silencioso		New	Stiller Hügel		New	L'Ascension silencieuse		New	A Subida Silenciosa		New	Тихая возвышенность		New	Plato Senyap		New	침묵의 고지		Approved	ลานสูงเงียบงัน		New	靜默高台	
	Wilderness	丁香洼地						Clovesfield		Approved				Campo Clavos de Olor		New	Nelkenfeld		New	Pré-aux-trèfles		New	Campotrevo		New	Гвоздичное поле		New	Ladang Cengkeh		New	정향꽃 분지		Approved	โคลฟฟิลด์		New	丁香窪地	
	Wilderness	搁浅旧址						Stranding Ruins		Approved				Ruinas Abandonadas		New	Strandungsruinen		New	Ruines perdues		New	Ruínas Encalhadas		New	Витые руины		New	Reruntuhan Kandas		New	좌초된 유적		Approved	ซากปรักเกยตื้น		New	擱淺舊址	
	Wilderness	月影钓场						Moonveil Fishing Camp		Approved	月影釣り場		New																									月影釣場	
	Wilderness	隐秘滩涂						Hidden Flats		Approved	静かな干潟		New	Planicies Ocultas		New	Verborgene Ebenen		New	Plaines cachées		New	Planícies Ocultas		New	Скрытая низина		New	Dataran Tersembunyi		New	숨겨진 갯벌		Approved	หาดเลนลึกลับ		New	隱祕濕地	
	Wilderness	梦兽之森						Dreamer's Forest		Approved	夢獣の森		Approved	Bosque del Soñador		New	Träumerwald		New	Forêt du Songeur		New	Floresta do Sonhador		New	Лес Мечтателя		New	Hutan Pemimpi		New	꿈꾸는 숲		Approved	ป่าดรีมบีสต์		New	夢獸之森	
	Item Rewards	洛克钻		一级货币，充值得到的珍稀货币。⏎VI_COUPON⏎Premium currency obtained through top-ups.⏎VI_COUPON		 		Roco Gem		Approved	ロコダイヤ		Approved	Gema de Roco		New	Roco-Juwel		New	Rocogemme		New	Joia Roco		New	Самоцвет Роко		New	Permata Roco		New	로코 젬		Approved	เพชรโรโค		New	洛克鑽	
	Item Rewards	洛克贝		三级货币，游戏内循环货币。⏎VI_COIN⏎Tier 3 currency. The standard in‑game currency.⏎VI_COIN		 		Roco Coin		Approved	ロココイン		Approved	Moneda de Roco		New	Roco-Münze		New	Rocopeck		New	Moeda Roco		New	Монета Роко		New	Koin Roco		New	로코 코인		Approved	เหรียญโรโค		New	洛克貝	
	Item Rewards	积分卡		用来升级时装的货币，通过洛克钻兑换的珍稀货币⏎VI_PIKA_POINT⏎A rare currency used to upgrade costumes. Exchanged with Roco Gems.⏎VI_PIKA_POINT		 		Piko Coupon	规避pika	Approved	ポイントカード		New	Cupón de Piko		New	Piko-Gutschein		New	Bon de Becky		New	Cupom Piko		New	Купон Пико		New	Kupon Piko		New	피코 쿠폰		Approved	คูปองพีโค		New	積分卡	
	Item Rewards	制胜点数		NPC对战，PVP获得，关键兑换货币，在每个主城的道具店使用⏎Earned from NPC and PvP battles. A key currency used at item shops in major towns.		 		Winner's point		Approved	勝利ポイント		New	Punto del Ganador		New	Siegerpunkt		New	Point de victoire		New	Ponto por Vitória		New	Балл победителя		New	Poin Pemenang		New	승리 포인트		Approved	แต้มชัยชนะ		New	制勝點數	
	Item Rewards	独角银币		A1地区大世界探索货币，在该地区完成支线、打开宝箱时获得，在每个主城的道具店使用		 		Irikeras Coin⏎Unicoin	Irikeras是独角兽精灵。	Pending																												獨角銀幣	
	Item Rewards	王国纪念章		A2地区大世界探索货币，在该地区完成支线、打开宝箱时获得，在每个主城的道具店使用⏎An exploration currency for the A2 overworld. Earned by completing side quests and opening chests in that region. Usable at item shops in major towns.		 		Explorer Badge		Approved				Insignia de Explorador		New	Entdecker-Abzeichen		New	Badge d'exploration		New	Emblema de Exploração		New	Значок исследователя		New	Lencana Penjelajah		New	탐험가 배지			ตรานักสำรวจ		New	王國紀念章	
	Item Rewards	古旧的游戏币		直接在地城、场景内拾取的货币，在扭蛋机中使用⏎A currency picked up in dungeons or scenes. Usable at the gacha machine.		 		Old Game Coin		Approved				Moneda de Juego Antigua		New	Alte Spielmünze		New	Vieille pièce d'arcade		New	Moeda de Jogo Antiga		New	Монета старой игры		New	Koin Game Usang		New	낡은 게임 코인		Approved	เหรียญเกมเก่า		New	古舊的遊戲幣	
	Item Rewards	魔法经验		主角经验值⏎Player EXP		 		Character EXP	Magic EXP⏎与原文不符	Approved	魔法経験値		New	EXP de Personaje		New	Charakter-EP		New	EXP de personnage		New	EXP de Personagem		New	Опыт персонажа		New	EXP Karakter		New	캐릭터 경험치	按原文来说是마법 경험치		EXP เวท		New	魔法經驗	
	Item Rewards	BP经验		bp经验值⏎Roco Pass EXP		 		Roco Pass EXP		Approved				EXP del Pase Roco		New	Roco-Pass-EP		New	EXP de passe Roco		New	EXP do Passe Roco		New	Опыт пропуска Роко		New	EXP Roco Pass		New	로코 패스 경험치		Approved	EXP BP		New	BP經驗	
	Item Rewards	普通咕噜球		最基础的咕噜球⏎The most basic Buddy Pod.		 		Basic Pod		Approved	ノーマルオーブ		Approved	Cápsula de Mascota Básica		New	Jinikapsel (Basismodell)		New	Capsulorbe basique		New	Amisfera Básica		New	Базовая другосфера		New	Pod Sobat Dasar		New	기본 버디 팟			บัดดี้พอดทั่วไป		New	普通咕嚕球	
	Item Rewards	高级咕噜球		捕捉球，比普通咕噜球更好用⏎A capture Buddy Pod that works better than the basic one.		 		Advanced Pod		Approved	アドバンスオーブ		Approved	Cápsula de Mascota Avanzada		New	Jinikapsel (Optimiertes Modell)		New	Capsulorbe avancé		New	Amisfera Avançada		New	Улучшенная другосфера		New	Pod Sobat Lanjutan		New	고급 버디 팟			บัดดี้พอดขั้นสูง		New	高級咕嚕球	
	Item Rewards	国王球		必定成功，且天分必定了不起⏎Guaranteed capture. Also guarantees an Extraordinary Talent.		 		King's Pod		Approved	キングオーブ		Approved	Cápsula de Mascota del Rey		New	Jinikapsel (Königsmodell)		New	Capsulorbe du roi		New	Amisfera Real		New	Королевская другосфера		New	Pod Sobat Raja		New	킹스 버디 팟			บัดดี้พอดราชา		New	國王球	
	Item Rewards	美妙球		更适合用来捕捉萌系、普通系的精灵。⏎Works best on Charm- and Common-class Jinies.		 		Charmed Pod		Updated	ビューティオーブ		New																									美妙球	
	Item Rewards	好战球		更适合用来捕捉武系、龙系的精灵。⏎Works best on Fighting- and Dragon-class Jinies.		 		Berserker Pod	研发指定：Berserker Guluball，由于guluball统一修改，统一成Buddy Pod	Approved	バトルオーブ		New	Cápsula de Mascota Berserker		New	Jinikapsel (Berserkermodell)		New	Capsulorbe berserk		New	Amisfera da Fúria		New	Другосфера для берсерка		New	Pod Sobat Tarung		New	버서커 버디 팟			บัดดี้พอดนักสู้		New	好戰球	
	Item Rewards	光合球		更适合用来捕捉草系、光系精灵。⏎Works best on Flora- and Light-class Jinies.		 		Solar Pod		Approved	ソーラーオーブ		Approved	Cápsula de Mascota Solar		New	Jinikapsel (Solarmodell)		New	Capsulorbe solaire		New	Amisfera Solar		New	Солнечная другосфера		New	Pod Sobat Solar		New	솔라 버디 팟			บัดดี้พอดโซลาร์		New	光合球	
